author,comment,"Labeling (1=Pro 2=Kontra, 3=Netral)",likeCount,replyCount,publishedAt,cleaning
@robibendeng5492,Buat apa?? Jkt terlalu padat kok gak mau di pindah,1,1,2,2023-10-09T12:34:36Z,Buat apa Jakarta terlalu padat kok gak mau di pindah
@GibranPandu-ev6zh,Menunggu tanggapan rocky gerung,3,0,0,2023-10-09T09:29:12Z,Menunggu tanggapan rocky gerung
@SatriaSatrias,"LBH BAIK LUPAKAN SJ PERISTIWA LALU LALU,LBH BAIK MARI KITA BERWAWASAN DAN BETNEGARA YG BAIK SALING MENGHARGAI SAYU SAMA LAIN,,YG PENTING KITA BISA MAKAN DAN BERSEDEKAH PADA PAKIR MISKIN,,SALING MEMANUSIAKAN SATU SAMA LAIN👍",3,1,0,2023-10-09T06:04:52Z,LBH BAIK LUPAKAN SJ PERISTIWA LALU LALU LEBIH BAIK MARI KITA BERWAWASAN DAN BERNEGARA YANG BAIK SALING MENGHARGAI SATU SAMA LAIN YANG PENTING KITA BISA MAKAN DAN BERSEDEKAH PADA FAKIR MISKIN SALING MEMANUSIAKAN SATU SAMA LAIN
@SatriaSatrias,"kata gusdur &quot;PKI KOK DITAKUTI&quot;GITU AJA KOK REPOT,,PKI JUGA SDH PARTAI TERLARANG👍👍👍",3,0,1,2023-10-09T06:02:11Z,kata gusdur PKI KOK DITAKUTI GITU AJA KOK REPOT PKI JUGA SUDAH PARTAI TERLARANG
@SatriaSatrias,"Banyak negara maju didunia dan berutang banyak tapi tdk pernah takut dgn utang tp masyarakatnya pada makmur,,klo indonesia paling kecil utangnya tapi kbanyakan pada takut sama utang? Jawabannya &quot;UTANG KOK DITAKUTI? tdk usah takut pada utang yg penting kita bisa membayar dan yg penting kita mau bekerja,itu jawabannya yg bagus dan damai",1,1,0,2023-10-09T06:00:05Z,Banyak negara maju didunia dan berutang banyak tapi tidak pernah takut degan utang tapi masyarakatnya pada makmur indonesia paling kecil utangnya tapi kebanyakan pada takut sama utang Jawabannya UTANG KOK DITAKUTI tidak usah takut pada utang yang penting kita bisa membayar dan yang penting kita mau bekerja itu jawabannya yang bagus dan damai
@danaandriana9632,Semoga presiden bisa seimbang dari sabang sampai Merauke,1,1,0,2023-10-08T23:00:25Z,Semoga presiden bisa seimbang dari sabang sampai Merauke
@edison89saja,"👏 keren keren, mantap banget berarti di pemerintahan kita sudah belajar banyak ternyata emang benar kita butuh konsep baru untuk membuat sirkulasi kota jakarta lebih baik lagi karena emang benar banget sistem kerja dan kebiasaan dalam setiap harinya sudah ruwet banget dari berbagai kepentingan setiap wilayah sehingga kalau ibukota di pindahin bakalan bagus banget cuman emang butuh kesabaran saja tapi kalau sudah di rancang dan di rencanakan so pasti semua baik baik saja. Semoga dengan adanya IKN indonesia semakin bangga 👍 , keren rancangannya juga dan video ini juga keren dari berbagai sumbernya 🙏",1,1,1,2023-10-08T11:38:59Z,keren keren mantap banget berarti di pemerintahan kita sudah belajar banyak ternyata emang benar kita butuh konsep baru untuk membuat sirkulasi kota jakarta lebih baik lagi karena emang benar banget sistem kerja dan kebiasaan dalam setiap harinya sudah ruwet banget dari berbagai kepentingan setiap wilayah sehingga kalau ibukota di pindahin bakalan bagus banget cuman emang butuh kesabaran saja tapi kalau sudah di rancang dan di rencanakan so pasti semua baik baik saja Semoga dengan adanya IKN indonesia semakin bangga   keren rancangannya juga dan video ini juga keren dari berbagai sumbernya
@AshuraMny,Takutnya jadi ladang korupsi,3,0,0,2023-10-08T09:14:50Z,Takutnya jadi ladang korupsi
@JohanMartinez-do5wp,Iya kalo ga dikorupsi sih,3,0,0,2023-10-08T08:21:12Z,Iya kalo ga dikorupsi sih
@dhaniltd-sm2gf,Ngapa ga di pindahin ke Sumatra 😅,3,0,2,2023-10-08T06:10:39Z,kenapa ga di pindahin ke Sumatra
@ujangsopyan6904,Huh,3,0,1,2023-10-08T04:12:07Z,Huh
@Lalita23,Semoga lancar dan selesai tepat waktu IKN,1,1,0,2023-10-08T01:02:38Z,Semoga lancar dan selesai tepat waktu IKN
@mrxtrail5369,"efek kolonialisme 350thn ternyata masih membekas di sebagian masy kita ..contoh buzer2 yg pesimistis , rerata lemah literasi, kerdil, cupu, gak punya visi, gak berani bercita cita besar, mengkerdilkan diri sendiri, suka di zona nyaman..IKN tonggak peradapan baru Bangsa  yg indonesia sentris..bukan jawa sentris..berpikirlah jauh kedepan gaess..mungkin smp masa depan cicit qt..",1,1,1,2023-10-07T11:28:15Z,efek kolonialisme tahun ternyata masih membekas di sebagian masyarakat kita contoh buzer yang pesimistis  rerata lemah literasi kerdil cupu gak punya visi gak berani bercita cita besar mengkerdilkan diri sendiri suka di zona nyaman IKN tonggak peradaban baru Bangsa  yang indonesia sentris bukan jawa sentris berpikirlah jauh kedepan mungkin sampe masa depan cicit kita
@adrianpray123,Progresnya sudah 38%,3,0,0,2023-10-07T06:08:33Z,Progresnya sudah
@UdinAlek,Ikn..yg.untung.siapa.<br>?,3,0,1,2023-10-07T05:38:22Z,Ikn yang untung siapa
@WahyuSynTan,Iya memang pantas Ibu kota di pindah ke Kalimantan 👍<br>Salam dari jawa barat,1,1,0,2023-10-07T05:29:34Z,Iya memang pantas Ibu kota di pindah ke Kalimantan Salam dari jawa barat
@sumadiadira747,"Jakarta dijual saja, di kalimantan nyewa kan beres",3,0,0,2023-10-06T23:33:07Z,Jakarta dijual saja di kalimantan nyewa kan beres
@saniamartiana28,Sblum nya gua mikir&quot; knpa jman presiden pak jokowi bnyak skli pmbangunan&quot; dan mikir&quot; sayng skli ngluarin uang buat itu mnding di bagi&quot; buat rakyat.<br><br>Tapi setelah saya paham..<br>Trnyata pemikiran saya salah besar..<br><br>Justru skarang sya sangat bangga dngan presiden pak jokowi ini . Btpa gigih nya bliau  untuk memajukan nengara indonesia ini biar msa depan negara ini jdi negara maju..❤❤,1,0,0,2023-10-06T09:39:29Z,Sblum nya gua mikir kenapa zaman presiden pak jokowi banyak sekali pembangunan dan mikir sayang sekali ngeluarin uang buat itu mending di bagi buat rakyat Tapi setelah saya paham Ternyata pemikiran saya salah besarJustru sekarang saya sangat bangga dengan presiden pak jokowi ini  Betpa gigih nya beliau  untuk memajukan nengara indonesia ini biar masa depan negara ini jadi negara maju
@farizvanjava3343,"udah 40% ko kami yg tibggal di pasir udah mlihat sendiri tda cuma katanya tu.kalian2 yg konten cuma ngomong doank ga lihat sendiri ,konten2 cuma diam dijawa ga tmpat lokasi",3,0,1,2023-10-06T00:09:34Z,udah  ko kami yang tinggal di pasir udah melihat sendiri tidak cuma katanya kalian yang konten cuma ngomong doang ga lihat sendiri konten cuma diam dijawa ga tempat lokasi
@farizvanjava3343,"pindah ibu kota udah di rencanakan oleh presiden bungkarno dulu ,yg pindah itu pusat pemetintahanya kl pusat petdagangan itu tetap dijakarta,semua negara juga bgitu america cina yg dekat saja malaysia udah beda pusat petdagNgan dan pusat pemetintahan",1,0,0,2023-10-06T00:02:58Z,pindah ibu kota udah di rencanakan oleh presiden bungkarno dulu yang pindah itu pusat pemetintahanya kalau pusat perdagangan itu tetap dijakarta semua negara juga bgitu america cina yang dekat saja malaysia udah beda pusat perdagangan dan pusat pemerintahan
@ahmadsaefullah2427,OK💜💜💜💜💜💜💜💜💜,1,0,0,2023-10-05T04:26:33Z,OK
@Ardian969,"Biyuh, seneng tenan iso pindah emak kota negoro. <br>Jakarta wis mentok puuuuadet koyo cor coran. <br><br>Dan mbuktekno yen negoro kito, negoro indonesia kuwi pancen  NKRI Harga Mati.<br>Ben iso roto podho ngroso sak Nusantara ngrasakno pemerataan pembangunan. <br><br>Hebat hebat...jiaaaan hebat tenan pokoke Indonesiaku. 😊😊❤❤",1,0,1,2023-10-05T04:26:26Z,Biyuh seneng tenan iso pindah emak kota negoro Jakarta wis mentok puadet koyo cor coran Dan mbuktekno yen negoro kito negoro indonesia kuwi pancen  NKRI Harga MatiBen iso roto podho ngroso sak Nusantara ngrasakno pemerataan pembangunan Hebat tenan pokoke Indonesiaku
@rohimansyarullah3997,Ibukotanya rakyat Cina..😂😂😂😂😂😂,2,0,2,2023-10-05T04:00:12Z,Ibukotanya rakyat Cina
@ALFIANDASYAR,"Pindah,karena sudah terlalu banyak yang macem &quot;sunaryo&quot; ,sunaryo jl kko harun said sungai buah jl rw monginsidi kalidoni Palembang",1,0,0,2023-10-04T14:49:05Z,Pindah karena sudah terlalu banyak yang macem sunaryo sunaryo jalan kko haruna said sungai buah jalam rw monginsidi kalidoni Palembang
@rizkysetiawan2733,"Langkah jooos pak Jokowi,biar kadrun plonga plongo,KL berani ke Kalimantan,orang Dayak siap betabas",1,0,0,2023-10-04T02:23:08Z,Langkah jos pak Jokowi biar kadrun plonga plongo KALAU berani ke Kalimantan orang Dayak siap betabas
@ovo.zenius,Semoga para pejabat bahagia dan sejahtra di kalimantan.. dengan penuh kemanjaan nya..<br><br>Jangan lupa.. jangan kembali lagi ke pulau jawa yah 😃,3,0,2,2023-10-03T19:17:11Z,Semoga para pejabat bahagia dan sejahtra di kalimantan dengan penuh kemanjaan nya Jangan lupa jangan kembali lagi ke pulau jawa ya
@riduaniman4638,"semoga proyek IKN berjalan dengan baik dan tidak ada oknum, biar bisa menjadi contoh bagi kota kota d dunia",1,11,1,2023-10-03T15:29:13Z,semoga proyek IKN berjalan dengan baik dan tidak ada oknum biar bisa menjadi contoh bagi kota kota dI dunia
@rizkypicisan9541,KADRUN BAKAL SUSAH KLO MAU DEMO N BERBUAT ONAR LAGI DI IKN BISA2 DI POTONG KEPALANYA SAMA WARGA KALIMANTAN KLO KADRUN BIKIN RUSUH HE HE HE HE HE,3,0,0,2023-10-03T09:24:34Z,KADRUN BAKAL SUSAH KLO MAU DEMO DAN BERBUAT ONAR LAGI DI IKN BISA DI POTONG KEPALANYA SAMA WARGA KALIMANTAN KLO KADRUN BIKIN RUSUH
@ariyantosalim2396,nanti para pejabat makin kaya yahhh punya banyak fasilitas di jakarta maupun kalimantan dan punya sumber penghasilan baru dari sewa gedung bekas pemerintahan di jakarta kerennn.. jadi masyarakat kecil dapet apa?,2,0,0,2023-10-03T07:53:21Z,nanti para pejabat makin kaya ya punya banyak fasilitas di jakarta maupun kalimantan dan punya sumber penghasilan baru dari sewa gedung bekas pemerintahan di jakarta keren jadi masyarakat kecil dapet apa
@ariyantosalim2396,kalau mau pemerintah bangun perumahan disana khusus buat warga yg tidak mampu dan benar&quot;dikasih rumah,3,1,0,2023-10-03T07:52:36Z,kalau mau pemerintah bangun perumahan disana khusus buat warga yang tidak mampu dan benar dikasih rumah
@ariyantosalim2396,intinya orang miskin akan tetap miskin orang kaya semakin kaya udah mah dikasih fasilitas rumah baru buat keluarga pejabat 😭😭😭😭😭😭😭,3,0,1,2023-10-03T07:51:25Z,intinya orang miskin akan tetap miskin orang kaya semakin kaya udah mah dikasih fasilitas rumah baru buat keluarga pejabat
@skwagiman9267,Orang ada yang bilang buat apa pindahin ibukota itu tandanya orang tidak mau atao ketinggalan haman now,3,0,1,2023-10-03T06:38:35Z,Orang ada yang bilang buat apa pindahin ibukota itu tandanya orang tidak mau atau ketinggalan jaman now
@rantoiswanto9806,Pindah pndah. Habis gitu pindah lagi sehabis   rusak . Pindah lagi <br>Utang lagi .. jual pulau. 😂😂,2,0,1,2023-10-02T17:58:43Z,Pindah pindah Habis gitu pindah lagi sehabis   rusak  Pindah lagi Utang lagi  jual pulau
@MusaAbdillah-o8n,Nusantara sebenarnya tanah rakyat atau tanah infestor,3,0,1,2023-10-02T17:24:46Z,Nusantara sebenarnya tanah rakyat atau tanah investor
@JembatanSukacita-sk3ov,Analisisnya dangkal dan tidak berimbang antara pro dan kontra,3,0,0,2023-10-02T01:24:16Z,Analisisnya dangkal dan tidak berimbang antara pro dan kontra
@radenbandito7657,BATAG = Biar Anggaran Tekor Asal Gaya,2,0,2,2023-10-01T09:45:23Z,BATAG  Biar Anggaran Tekor Asal Gaya
@LiyaSyari,"Ibu kota indonesia, tapi yang punya CINA wkkwkwkw",2,0,5,2023-10-01T08:05:25Z,Ibu kota indonesia tapi yang punya CINA 
@yzxahoyyy7684,"Berarti selama ini saya salah tanggap, maafkan saya",3,0,1,2023-09-30T07:27:59Z,Berarti selama ini saya salah tanggap maafkan saya
@Maritaazr,Sekarang tujuan hidup gw jadi ibu kost di ikn wkwk karna kebetulan gw punya tanah di sekitaran ikn,1,0,0,2023-09-29T13:13:09Z,Sekarang tujuan hidup saya jadi ibu kost di ikn karna kebetulan saya punya tanah di sekitaran ikn
@bagushermanto8269,Bohong. IKN adalah strategi cina untuk mencaplok Indonesia. Waspadalah..,2,0,3,2023-09-29T07:22:38Z,Bohong IKN adalah strategi cina untuk mencaplok Indonesia Waspadalah
@Ruang_Storyy,"Sebenarnya ada sisi positif dan sisi negatif&#39;a juga sih..  Sisi positif&#39;a Kalimantan bisa menjadi Pelabuhan Ekonomi central of asean.. dan tentunya bisa mengurangi populasi penduduk dijawa jika ekonomi dikalimantan kedepan nya sudah merata,, Dampak negatifnya tanah kalimantan menjadi HGU dan HGB investor Asing yg jadi persoalan dampak nya pun bisa menjadi exploitasi Hutan dan mungkin Hutan Lindung pun bisa terpengaruh dampaknya jg&#39; menyebabkan dampak negatif terhadap Lingkungan flora dan fauna low ada yg bilang bisa mengurangi polusi jakarta lantas bagaimana dengan polusi kalimantam kedepan nya?? Apakah mungkin IKN bisa menyelesaikan persoalan polusi atau menjadi persoalan polusi baru??  Jika sudah Rampung pembangunan nya pemerintah harus merevisi ulang lagi apa yang harus dipindahkan ke IKN dan apa yg tidak seperlunya dipndahkan ke IKN..&#39;",3,0,1,2023-09-29T02:44:36Z,Sebenarnya ada sisi positif dan sisi negatifnya juga sih  Sisi positifnya Kalimantan bisa menjadi Pelabuhan Ekonomi central of asean dan tentunya bisa mengurangi populasi penduduk dijawa jika ekonomi dikalimantan kedepannya sudah merata Dampak negatifnya tanah kalimantan menjadi HGU dan HGB investor Asing yang jadi persoalan dampaknya pun bisa menjadi exploitasi Hutan dan mungkin Hutan Lindung pun bisa terpengaruh dampaknya juga menyebabkan dampak negatif terhadap Lingkungan flora dan fauna  ada yang bilang bisa mengurangi polusi jakarta lantas bagaimana dengan polusi kalimantam kedepannya Apakah mungkin IKN bisa menyelesaikan persoalan polusi atau menjadi persoalan polusi baru  Jika sudah Rampung pembangunan nya pemerintah harus merevisi ulang lagi apa yang harus dipindahkan ke IKN dan apa yang tidak seperlunya dipindahkan ke IKN
@itowasito2,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/G8AfY6yWGuKuhL0PlbiA2AE""></a>IKN Kalimantan👍seperti Mimpi Indonesia Jaya",1,0,0,2023-09-28T07:11:25Z,IKN Kalimantan seperti Mimpi Indonesia Jaya
@andihidayat6432,"Ibu Kota Konoha, yang akan memberikan Sumber daya lahan kepada asing dan oligarki dengan Bebas Pajak HGU dan HGB selama 170 tahun, sama seperti menggadaikan kedaulatan negara. dan ibu kota konoha yg baru akan lebih mudah diatur oleh china dan dihuni oleh pendatang asing.",2,0,1,2023-09-28T05:28:31Z,Ibu Kota Konoha yang akan memberikan Sumber daya lahan kepada asing dan oligarki dengan Bebas Pajak HGU dan HGB selama  tahun sama seperti menggadaikan kedaulatan negara dan ibu kota konoha yang baru akan lebih mudah diatur oleh china dan dihuni oleh pendatang asing
@Suwarno-og3my,"Jakarta  sdh  ga layak jadi  ibu  kota,,bermacam2  masalah ,,,,polusi  nx  aja  no  2 di  dunia,,,     solusi nx ya ikn,,,,,,,kalo ga  sekarang  apa nunggu  jkt  ttenggelam , ,,,,, presiden  setelah jokowi  blm tentu  mampu,,,,sekarang  sangat  tpat,,,,,,gitu lo  bro",1,0,1,2023-09-28T05:22:40Z,Jakarta  sudah  ga layak jadi  ibu  kota bermacam  masalah polusinya  saja  no   di  dunia     solusinya ya ikn kalo ga  sekarang  apa nunggu  jakarta  tenggelam   presiden  setelah jokowi  belum tentu  mampu sekarang  sangat  tepat gitu 
@ronin8068,Semoga Jakarta jadi lebih nyaman dg berkurangnya manusia yg gak bermutu.,1,1,1,2023-09-27T22:24:16Z,Semoga Jakarta jadi lebih nyaman dengan berkurangnya manusia yang gak bermutu
@agussalimagus8238,"Selama korupsi di Indonesia masih berkutu buku,,apa pun TDK akan berjalan... dan sll bermimpi..",3,0,1,2023-09-27T16:51:10Z,Selama korupsi di Indonesia masih berkutu buku apapun tidak akan berjalan dan selalu bermimpi
@rafaelshalom6538,"impian saya adalah pensiun di IKN. Semoga IKN bisa diselesaikan ya,tidak mandek di tangan presiden berikutnya.",1,0,1,2023-09-27T10:51:55Z,impian saya adalah pensiun di IKN Semoga IKN bisa diselesaikan ya tidak mandek di tangan presiden berikutnya
@Santaidulu36,"Mindahin ibu kota ke kalimantan, hanya alibi nya megawati cs agar bisa ngeruk kekayaan alam di sana, alasan agar pembangunan merata hanya alasan mereka, gk prlu mindahin ibu kota klo untuk pembangunan merata",2,0,1,2023-09-26T06:36:54Z,Mindahin ibu kota ke kalimantan hanya alibi nya megawati cs agar bisa ngeruk kekayaan alam di sana alasan agar pembangunan merata hanya alasan mereka gak perlu mindahin ibu kota kalau untuk pembangunan merata
@ilambrayy5697,"Yang komen dukung IKN, mininmal logika pake, minimal mikir panjang buat kedepannya gimana, jangan cuman mikir bagus-bagus aja.",2,0,1,2023-09-26T06:02:00Z,Yang komen dukung IKN mininmal logika pake minimal mikir panjang buat kedepannya gimana jangan cuman mikir bagus bagus aja
@muhiskandar1736,Bismillahirrahmanirrahim<br><br>Semoga selesai dan bersih IKN NUSANTARA ini <br><br><br>Aaaaaammiiinnn 🤲🤲🤲,1,0,1,2023-09-26T02:55:00Z,Bismillahirrahmanirrahim Semoga selesai dan bersih IKN NUSANTARA ini Amin
@Saifubahri499,"pemindahan ibu kota IKN itu semata2 keinginan jokowi saat berkuasa, tp tdk mengkaculasi struktur APBN,  Dana jumbo utk pembangunan IKN akan menggerogoti APBN , ingat kt bukan negara kaya/ maju , ngk perlu sok negara kaya tp faktanya negara ngk punya dana. . .paling hutang lihat aja utang indonesia udh dkt 900 T. . . jgn 2 nanti ngk bs bayar hutang. buat apa bangun inves jumbo tp dananya hutang ？！  hutangnya mudah tp mengembalikannya susah dan  berat. . . pemborosan APBN dan hambur2kn duit . . .q yaqin di akhir pemerintahan jokowi ,hutang indonesia sdh capai 1000T. . . .",2,0,1,2023-09-26T00:26:28Z,pemindahan ibu kota IKN itu semata keinginan jokowi saat berkuasa tapi tidak mengkalkulasi struktur APBN  Dana jumbo untuk pembangunan IKN akan menggerogoti APBN  ingat kita bukan negara kaya maju gak perlu sok negara kaya tapi faktanya negara gak punya dana  paling hutang lihat aja utang indonesia udah deket  T   jangan nanti gak bisa bayar hutang buat apa bangun inves jumbo tapi dananya hutang   hutangnya mudah tapi mengembalikannya susah dan  berat   pemborosan APBN dan hamburkan duit  saya yakin di akhir pemerintahan jokowi hutang indonesia sudah capai T
@jala1976,Mel8hat narasi jnu.<br>Loh kok ada Banjir2nya.<br>Katanya mo ngatasi banjir di Jakarta. Ternyata kabur,2,0,1,2023-09-25T23:54:47Z,Melihat narasi mu Loh kok ada Banjirnya Katanya mau mengatasi banjir di Jakarta Ternyata kabur
@hannygatot840,Klo yang ngeyel ngapain dipindah ke Kaltim 😜 😭😂🤣😩 bodoh dipelihara buta tuli lahir batin Krn JKT gak ideal lagi jadi ibukota NKRI 🇮🇩 MERDEKA urrrraaaaaaa 👍😜,1,0,0,2023-09-25T08:26:12Z,Kalau yang ngeyel ngapain dipindah ke Kaltim   bodoh dipelihara buta tuli lahir batin Karena Jakarta gak ideal lagi jadi ibukota NKRI  MERDEKA 
@irwanmubarok,mantap,1,0,1,2023-09-24T22:46:46Z,mantap
@fadrilGS28,Semoga IKN bisa menjadi ikon Indonesia maju dan berkembang sebagai kota modern terbesar di dunia nantinya,1,0,1,2023-09-23T10:41:48Z,Semoga IKN bisa menjadi ikon Indonesia maju dan berkembang sebagai kota modern terbesar di dunia nantinya
@suryabagus5430,Semoga cina makin makmur dan sejahtera ya...,3,0,2,2023-09-23T06:39:09Z,Semoga cina makin makmur dan sejahtera ya
@wiliandiansyah9353,"Investasi lokal harus di utamakan, terutama para pemilik tanah disnaa, sebisa mungkin itu di investasi saja, bukan dijual",3,0,1,2023-09-23T05:16:17Z,Investasi lokal harus di utamakan terutama para pemilik tanah disana sebisa mungkin itu di investasi saja bukan dijual
@AsqilaMen,Smoga bukan anie Baswedan yang jadi presiden bisa hancur itu proyek,3,0,2,2023-09-23T01:11:55Z,Semoga bukan anie Baswedan yang jadi presiden bisa hancur itu proyek
@hafidzmridwanx9974,yakin jadi xan sukses dlam waktu singkat doong,3,0,1,2023-09-22T17:14:53Z,yakin jadi kan sukses dalam waktu singkat dong
@re.elbunny,&quot;Ngatasin banjir dan macet kok mindahin Ibu kota ke Kalimantan 😏&quot;<br>Kata orang yang paling ngerti dan paham mengatasi permasalahan yang kompleks di Jakarta.,3,0,0,2023-09-21T11:28:27Z,Ngatasin banjir dan macet kok mindahin Ibu kota ke Kalimantan Kata orang yang paling ngerti dan paham mengatasi permasalahan yang kompleks di Jakarta
@MuhammadMukamil-mr9jq,Siap utang itung,3,0,1,2023-09-20T08:38:45Z,Siap utang itung
@user-pn3gk8es9d,"Mudahan saja bukan usulan orang aseng yaa,  karma kwatir  jadi mereka yg berkuasa",3,0,1,2023-09-19T17:50:55Z,Mudahan saja bukan usulan orang asIng ya karena khawatir  jadi mereka yang berkuasa
@zakariazein9585,MENGHAYAL LAH TERUS ADMIN YA DNG BERBAGAI MACAM HAYALAN KONYOL MU ITU.,2,0,0,2023-09-19T05:34:01Z,MENGHAYAL LAH TERUS ADMIN YA DENGAN BERBAGAI MACAM HAYALAN KONYOL MU ITU
@zakariazein9585,"GAK COCOK UTK BUAT ,&quot;IKN&quot; SAAT GLOBAL ECONOMIC  LAGI SEKARAT. TAK TERKECUALI INDONESIA JUGA IKUT TERIMBAS. LAIN WAKTU.... ENTAH LAH KALAU ADA NAWAITU PENGUASA NYA...",2,0,0,2023-09-19T05:32:45Z,GAK COCOK Untuk BUAT IKN SAAT GLOBAL ECONOMIC  LAGI SEKARAT TAK TERKECUALI INDONESIA JUGA IKUT TERIMBAS LAIN WAKTU ENTAH LAH KALAU ADA NAWAITU PENGUASA NYA
@christinahandayani9024,"Klo IKN jd, kemungkinan jawa lbh lega, penuh harsp harga tanah dan rumah jd terjangkau",1,0,1,2023-09-19T01:22:41Z,Klo IKN jadi kemungkinan jawa lebih lega penuh harap harga tanah dan rumah jadi terjangkau
@yosuafredrico,"Jujur aja video ini membuka mata dan pengetahuan umum kita tentang bagaimana tahapan pembangunan ibu kota Nusantara, salut sama pemerintah yang berani mengambil langkah berat dan terlihat tidak pasti ini, karena memang dimana ada high risk pasti ada high return",1,3,0,2023-09-18T13:38:52Z,Jujur aja video ini membuka mata dan pengetahuan umum kita tentang bagaimana tahapan pembangunan ibu kota Nusantara salut sama pemerintah yang berani mengambil langkah berat dan terlihat tidak pasti ini karena memang dimana ada high risk pasti ada high return
@sambilngopi2038,"Boleh melakukan pembangunan tapi perlu di lihat ,selain banyak hutang dan bermanfaat ga bagi rakyat menengah ke bawah .....banyak pembangunan untuk kepentingan golongan dan menengah ke atas ,....mohon untuk pemerintah korupsi masih banyak dan jangan membuat proyek tapi dampak kedepannya agar bisa bermanfaat buat anak cucu kelak",3,0,0,2023-09-18T04:39:42Z,Boleh melakukan pembangunan tapi perlu di lihat selain banyak hutang dan bermanfaat ga bagi rakyat menengah ke bawah banyak pembangunan untuk kepentingan golongan dan menengah ke atas mohon untuk pemerintah korupsi masih banyak dan jangan membuat proyek tapi dampak kedepannya agar bisa bermanfaat buat anak cucu kelak
@achmadarief8229,"Ibu kota IndonesiaJakarta, sudah waktunya untuk pindah karena dulu nya memang tidak terjadi perencanaan yg tepat....dan tahun demi tahun sudah banyak pembangunan sehingga sudah mulai padat...populasi penduduk nya...negara Indonesia Luas, tidak seperti Singapura,Malaysia...",1,0,0,2023-09-18T01:49:46Z,Ibu kota Indonesia Jakarta sudah waktunya untuk pindah karena dulu nya memang tidak terjadi perencanaan yang tepat dan tahun demi tahun sudah banyak pembangunan sehingga sudah mulai padat populasi penduduknya negara Indonesia Luas tidak seperti Singapura Malaysia
@DumSum88,Mantaaaavvvv pak nyoman👍👍👍👍<br>Salam dari bali🐷🙏,3,0,0,2023-09-18T01:35:45Z,Mantap pak nyoman Salam dari bali
@Baharichanel121,Selain itu pindah Ibu Kota itu ada benarnya besuk presiden itu TDK asal Jawa saja luar Jawa pun bisa jd presiden  ramalan2 BMKG beberapa waktu yg lalu tanda2 atau prakiraan ada gempa besar namun demikian P.Jokowi itu ahli tirakat TDK heran filengnya benar sebelum terlambat sedia payung sblm hujan.,1,0,0,2023-09-17T23:05:48Z,Selain itu pindah Ibu Kota itu ada benarnya besuk presiden itu TIDAK asal Jawa saja luar Jawa pun bisa jadi presiden  ramalan BMKG beberapa waktu yang lalu tanda atau prakiraan ada gempa besar namun demikian Pak Jokowi itu ahli tirakat TIDAK heran feelingnya benar sebelum terlambat sedia payung sebelum hujan
@hendrischannel5432,Ya karena negara China ingin menguasai Indonesia dengan misi one belt one road. Maka akan dicaplok negri tercinta ini.,2,0,0,2023-09-17T10:14:28Z,Ya karena negara China ingin menguasai Indonesia dengan misi one belt one road Maka akan dicaplok negeri tercinta ini
@Jodsyoutube,"kalo doi pernah belajang, kalimantan itu paru2 dunia, kalo dia dibabat habis apa ga mikir dampak kedepan nya? oiya sama satu lagi, dia itu sebelahan dengan perbatasan, apa ga bahaya buat pertahanan indonesia dengan naro ibukota di perbatasan negara? ekwkwk kocikkkkk brooooo",2,0,0,2023-09-17T08:09:34Z,kalau doi pernah belajae kalimantan itu paru dunia kalo dia dibabat habis apa ga mikir dampak kedepannya oh iya sama satu lagi dia itu sebelahan dengan perbatasan apa gak bahaya buat pertahanan indonesia dengan naro ibukota di perbatasan negara
@Jodsyoutube,"buat cukong dong, buat syp lg🎉",3,0,1,2023-09-17T08:06:42Z,buat cukong dong buat siapa lagi
@NikenFebriyana,Tentang pemeratanitu adanya di tangan penguasa/ pejabat. Tp klw pejabatnya jd penghianat mana mungkin kesejahteraan/pemerataan akan sampe KPD rakyat.maaf undang2 itu siapa sih yg bikin?.kok di jadikan acuan.,3,1,0,2023-09-17T05:49:39Z,Tentang pemeratan itu adanya di tangan penguasa pejabat Tapi kalau pejabatnya jadi penghianat mana mungkin kesejahteraan pemerataan akan sampe KEPADA rakyat maaf undang itu siapa sih yang bikin kok di jadikan acuan
@NikenFebriyana,Kami rakyat nggak setuju ik n pindah nggak etis kayak kurang pekerjaan. Ngurusin yg Laen bnyk yg LBH penting  untuk apa mindah2in ikn. KY bnyk dwt anja utang luar negri aja numpuk.,2,1,0,2023-09-17T05:32:20Z,Kami rakyat tidak setuju ikn pindah tidak etis kayak kurang pekerjaan Ngurusin yang Laen banyak yang LEBIH penting  untuk apa mindahin ikn seperti banyak duit aja utang luar negeri saja numpuk
@rajabapa3897,"Pindah ibukota pemerataan hidup rakyat, p. Jawa sudah tdk layak huni gunungnya pd meleduk ancaman bagi umat.",1,0,0,2023-09-17T01:36:54Z,Pindah ibukota pemerataan hidup rakyat pulau Jawa sudah tidak layak huni gunungnya pada meleduk ancaman bagi umat
@sionmuthe03,Program pemerintah untuk masa depan NKRI cukup di ancungkan jempol demi kemakmuran bangsa.,1,0,0,2023-09-17T00:40:12Z,Program pemerintah untuk masa depan NKRI cukup di ancungkan jempol demi kemakmuran bangsa
