author,comment,publishedAt,likeCount,replyCount
@ekaheryana8853,Pak Presiden ayo kita hapus nol yang banyak diuang kertas kita pak?? Kami sangat menunggu program itu Pak Presiden ❤❤❤,2023-11-30T09:27:58Z,0,0
@liayuliawati4364,"Kota JKT &amp; Kota Besar Lain utk Kota WisaTa &amp; Bangun Taman Kota &amp; Aquarium utk perlindungan Satwa Langka.<br><br>DaPuR NusanTaRa &amp; Gedung KeSenian &amp; MuSium Seni &amp; RumaH Sakit, Gedung untuk PeLaTihan Tenaga KerJa dll",2023-11-30T04:40:37Z,0,0
@sumbarjono3204,"Yang tidak setuju IKN baru berarti pemimpinnya mikirnya picik, hanya kepentingan golongan tertentu saja, tidak ada perkembangan yg lebih Baik untuk bangsa",2023-11-29T12:00:16Z,2,0
@r.sandyputra3878,"Ttp sih kotanya kegedean😅,  d bangun kyk DC aja cukup pdhl sisanya bangun bwt warlok kyk sekolah layak, akses air, sanitasi dll termasuk mungkik kampung adat bwt suku paser&amp;bayan, + wisatanya(jd ikn kyk2 puncak klo weekend bisa rame)",2023-11-29T11:58:35Z,0,0
@sumbarjono3204,"P Jawa hampir tenggelam😂, mkny dukung ikn baru",2023-11-29T11:56:16Z,0,0
@sumbarjono3204,Di Amerika Serikat🇺🇸 saja pindah ibu kota negara,2023-11-29T11:54:58Z,0,0
@NurHayati-u4b9u,Jakarta akan tenggelam tau,2023-11-28T06:23:43Z,0,0
@wayandacin7914,Pak presiden 👍👍👍👍🧘🧘🧘🧘🧘🧘🧘🧘🧘🧘🧘🧘🧘🧘🧘🧘🧘,2023-11-28T04:39:04Z,0,0
@hesekielkurnia1721,"Kau Perbaiki sekarang juga pintu air 4 MANGGARAI DKI JAKARTA PUSAT&quot;.Agar tidak terjadi Kasus Kebanjiran Setiap Tahun untuk Seluruh Wilayah DKI JAKARTA&quot;.Kau hanya pandai mengkritik Pemerintah RI Presiden Djoko Widodo&quot;.Kalau kamu orang pintar, saya tantang kamu kamu semuanya,tunjukkan skill keahlian kamu sekarang juga untuk memperbaiki Tanggul 4 Pintu air Manggarai DKI JAKARTA PUSAT&quot;.👍👍👍",2023-11-27T11:58:17Z,1,0
@syikayahaulia9093,Kerennn bgttt,2023-11-27T09:01:04Z,0,0
@aribbaari2590,IKN SAMA WAKTUNYA DGN SINGAPORE &amp; MALASYA.JAKARTA SELALU TERTINGGAL 1JAM UTK EKONOMI WAKTU YG MENENTUKAN,2023-11-27T07:53:47Z,0,0
@emsnagz665,"Penolak IKN biasanya bukan tipe orang mau maju, menginginkan negara ini maju bukan tanpa resiko. Kalau tipe pemerintahan yg akan datang tidak mau ambil resiko, siap siap saja negara ini mundur 40th ke belakang.",2023-11-27T05:38:42Z,1,0
@SumarnoSuma0rno-sf7vz,Nek duwite gak utangan gak masalah<br>Nek hutangan malah benjut,2023-11-27T01:32:15Z,1,0
@herryharjono4358,Yang tak setuju orang jadul karena usahanya di jakarta dan  jakarta kota pendemo pemalak semua ada disini,2023-11-27T00:26:47Z,0,0
@AlfikramMunir,Mimin di bayar berapa untuk buat Channel ini agar meyakinkan rakyat Indonesia bahwa IKN itu baik😂,2023-11-26T23:22:00Z,0,0
@Edenk83,Pembangunan IKN merupakan salah satu Kemajuan indonesia,2023-11-26T14:52:42Z,1,0
@AndroMeling,Nambah numpuk buku ips😅,2023-11-26T04:04:29Z,1,0
@marihatnainggolan7244,Sudah Perintah UU harus pindah 2024.,2023-11-26T03:37:21Z,0,0
@monexadela,Yg jelas udh banyak neg besar pindah ibukota krn alasan bermacam2 tentunya demi kepentingan nasional menghadapi era yg lbh moderen,2023-11-26T02:06:55Z,0,0
@Erikkwan28,"Banyakan apartemen dan gedung tinggi tower, klu di ibu kota tu harus jalan tol diperbanyak, jangan kalah sama negara luar🎉🎉",2023-11-26T00:15:00Z,0,0
@RiyanAhmad-iw2jx,Menurut saya IKN merupakan salah satu proyek strategis menunjang SDM yang merata ya tidak salah kalau Jakarta di tinggalkan karena menurut saya di sana banyak tidak di rancang tetapi IKN akan menjadi objek penunjang kehidupan masyarakat &amp; bisa menunjang APBD,2023-11-25T17:54:25Z,3,0
@FsHaris,"Pulau kalimantan pulau paling menyedihkan saya rasa, saya sebagai putra Borneo sangat merasakan minim nya pembangunan, terutama akses jalan, listrik, semoga pemindahan ibu kota Indonesia menjadi cikal bakal keadilan terhadap pembangunan untuk masyarakat kami 🙏",2023-11-25T16:32:07Z,3,1
@oppoa3shp97,Lanjut jangan patah semangat.....,2023-11-25T14:13:10Z,0,0
@RenaldY86813,<b>INTINYAA 👈 IBU KOTA LAYAK UNTUK D&#39;PINDAH KN K PULAI ( KALIMANTAN TIMUR&#39; INI 👈 ) KARNA SUPAYA PEMERATAAN PEMBANGUNAN INFAKTURTUR MERATA DEMI PERKEMBANGAN KEMANJUAN BANGSA INDONESIA NKRI 🇮🇩👈 BUKAN ( HANYA JAWA SENTRIS INI... MELAINKAN INDONESIA NKRI 🇮🇩 SENTRA ) DAN IBU KOTA YANG ADA D&#39;JAWA BARAT SUATU SA&#39;AT BAKALAN TENGELAM AIR LAUT INI 👈 BUKTI Y TAHAH SEMAKIN TAHUN SEMAKIN TURUN BANGUNAN 🏢 BANYAK... PENDUDUK PADAT D&#39;JAWA / TERPADAT D&#39;SELURUH DUNIA PULAU JAWA 👈 JADI PEMERINTAH PUSAT HARUS MEMINDAH IBU KOTA D&#39; ( KALIMANTAN TIMUR&#39; - SUPAYA MENJAGA KEDEPANNYA NANTI IBU KOTA TIDAK TENGELAM LANJUTKAN KEMBALI PEMBANGUNAN INFAKTURTUR IBU KOTA &quot;IKN NUSANTARA INDONESIA NKRI 🇮🇩 MERDEKA&#39; )</b> 👌👍,2023-11-24T00:32:14Z,0,0
@bambangsetiyawan9996,Gak bisa ngatasi kemacetan malah ibukota di pindah. Trus biayanya ngutang....pikir,2023-11-23T08:36:32Z,0,0
@luarbiasawaras8700,"Hijrah pindah ibukota itu tidak selalu buruk. Rasulullah SAW berhijrah dari mekkah ke madinah, apakah mekah ditinggalkan ? <br><br>Tidak, mekkah tetap pusat keagamaan, madinah menjadi pusat pemerintahan Rasulullah SAW. <br><br>Kemudian kekhalifahan umayyah memindahkan pusat pemerintahan dari Madinah ke Damaskus<br><br>Apakah Mekah dan Madinah ditinggalkan ? Tidak, Mekkah dan Madinah tetap dianggap sebagai pusat keagamaan, demikian seterusnya.<br><br>Sampai ibukota terakhir kekhalifahan yaitu Istambul, ketika pemerintah Turki berhijrah ke Ankara apakah Istambul ditinggalkan ?<br><br>Tidak, Istambul tetap menjadi pusat ekonomi dan pariwisata dunia sampai saat ini walaupun bukan lagi ibukota negara.",2023-11-23T04:20:10Z,0,0
@amirullah1423,"Daripada pindah ibukota mending jadikan Indonesia negara federal aja ,, biar masing-masing daerah mengurus perekonomian masing2",2023-11-22T20:12:21Z,0,2
@atekrajahutan6603,ibu  kota  pindah  kalimantan  .itu  mimpi   .jadi  kenyataan   😀😀😀👌👍❤️,2023-11-22T12:30:59Z,0,0
@sesuluhhidup7557,"Karna posisinya ditengah jadi semua daerah dapat perhatian secara merata.  Mengurangi kemacetan, dan terhindar dari bencana. Menurunkan kepadatan penduduk.",2023-11-21T14:02:15Z,0,0
@kkgmasmisno6106,Mantap tu klu ibu kota jkrta<br>Pindah ke klimantan joz...,2023-11-20T03:10:40Z,0,0
@Indrakholis2,Buat ibukota Indonesia yang lebih baik.,2023-11-19T04:10:55Z,0,0
@arisfatoni8082,Sepadan gandarukah .<br>Kalo bisa ngapain tidak.<br>Smg para penguasa NKRI berikut2ny mampu menata kebijaksanaan untuk itu🤲🤲🤲 bisa lbh bagus lagi,2023-11-18T01:40:51Z,0,0
@hanyeqgat4259,Gibran yg mau,2023-11-16T08:19:37Z,0,0
@hanyeqgat4259,Jgn krn jauh tempat jin buang anak  knp mau datang ke daerah kami kaltim yg miskin dan susah,2023-11-16T08:18:11Z,0,1
@rijalulasyraf1107,"Kalau alasan krna padat penduduk, kurangin aja perusahaan yg dbangun djkarta",2023-11-13T18:41:48Z,0,2
@IwandiAja,Orang kalimantan tidak sebenarnya tidak setuju  kalimantan menjadi ibu kota baru tetap jakarta yang menjadi pusat ibu kota...tapi mungkin para peneliti...jakarta sudah terjadi penurunan setiap tahunnya tapi memang sudah menjadi tuntutan jaman indonesia harus mempunyai ibu kota yang lebih baik...,2023-11-12T04:03:38Z,0,0
@syahrudinudin8180,IKN adalah symbol kemajuan dan peradaban bangsa indonesia menjadi negara yg lebih maju dan lebih mandiri...👍👍🇮🇩🇮🇩💪💪💪❤❤❤,2023-11-10T13:04:03Z,39,5
@casenumb2775,"PROJECT MAKSA, PAS SELESAI JADI MILIK INVESTOR ASING WKWK",2023-11-10T09:23:45Z,0,0
@komariah7653,Semoga indonesia makin maju klu pindah ibu kotanya,2023-11-10T06:33:58Z,0,0
@sumber_info4986,"Ini akun penipu,, suruh subscribe katanya mau dibayar ternyata semua itu hoax<br>Dasar penipu",2023-11-09T13:53:27Z,0,1
@muhammaddickyfauzan6362,"awal kebangkitan Indonesia di mulai dari sini...buat anak anak dan cucuku tetap jaga dan bangga lah untuk tanah air ini,jatuh bangun negri ini cukup lah menjadi sejarah...saatnya kalian hidup dalam kesejahteraan.<br><br><a href=""http://www.youtube.com/results?search_query=%23bandung"">#bandung</a> <br>9 November 2023",2023-11-09T11:59:36Z,3,2
@didikhariyono2170,Buat Apa Kamu Menulis.,2023-11-09T06:16:31Z,1,0
@Elenajaceyalexandro,Folow,2023-11-08T13:56:51Z,0,0
@MAYSINBanten,Jakarta ke depan akan jadi kota ekonomi kita harus bangga dan mudah2 jadi negara maju,2023-11-08T08:45:38Z,0,0
@MAYSINBanten,Folow,2023-11-08T08:43:28Z,0,0
@MAYSINBanten,Gw orang Betawi,2023-11-08T08:41:54Z,0,0
@nitaita7711,Bersyukur  keputusan pemerintah yang mau pindah IKN ke Nusantara,2023-11-08T03:07:41Z,0,0
@baihawbaihaw2368,Dimanapun ibu kota nya yg penting rakyat nya sejahtera ❤,2023-11-06T05:27:46Z,1,0
@keluargaharmonisdisibolgap1353,Semogach Indonesia semakinn berkembang,2023-11-06T04:03:27Z,1,0
@jamilborneo0072,Tepat sekali<br>Sejak jaman hindia belanda<br>Kalimantan ( Borneo ) akan dibuat sebagai pusat pemerintahan.,2023-11-05T17:00:50Z,0,0
@fahmioctavian5394,Saya bangga,2023-11-04T13:35:07Z,0,1
@nuralim7181,jakarta udh padet,2023-11-03T03:32:47Z,0,0
@Yudi-dz6ew,Gak di pindah meledak jakarta blok blok.  Udah kumuh .hidup manusia banyak di bawah jembatan..  Maksa bangetttttt.   Demi hidup di jakarta.  Bagus baanget di pindah,2023-11-02T09:47:55Z,0,0
@Hasssann15,Info loker kuli di ikn😁 kuli jawa selalu redy,2023-11-02T08:13:57Z,0,0
@yusupmaria9447,Nitip komen yg kelahiran 2002 semoga kedepannya ga jadi peperangan,2023-11-02T03:56:42Z,0,1
@Aryaofficial941,Mim mau nanya mim kalo ikn udah selesai dibangun apa pulau jawa sudah tdk di pedulikan misalnya kayak pembangunan gedung dipulau jawa misalnya di Surabaya atau Semarang?,2023-11-01T10:56:48Z,0,0
@evaseptianty,"Amerika menjadi negara maju dengan cara membantai orang pribumi (indian)<br><br>Orang indonesia akan menjadi negara maju dengan cara mengusir orang melayu asli dan suku dayak di kalimantan dengan cara menjadikannya sebagai ibukota. Hal yg sudah terdeteksi adalah kasus rempang.<br><br>Untuk yang sayang dengan sesama anak bangsa silahkan berpikir logis, dan untuk yang sayang dengan keturunan silahkan berpikir lagi jika ibukota dipindahkan ke kalimantan.",2023-10-30T15:49:19Z,0,1
@SUMARKO_ID,"Nyalahin takdir,tuggu aja nasib nya indonesia,,negara kita yg kita cintai,denga tetesan darah dan nyawa para pahlawan untuk memerdekakan nkri,,,kok takut tggglam,,<br>😊",2023-10-29T23:37:29Z,0,2
@oskadonsp334,HGB 190 tahun katanya sedangkan negara ini 1500 Masehi kiamat 1443 Masehi 57 tahun lagi kiamat 😂😂😂,2023-10-29T18:04:56Z,0,0
@nusyawahyuananda2872,Mudah-mudahan berjalan lancar,2023-10-29T15:05:34Z,0,0
@hisyamaz2625,"Ok gw komentar dulu sekarang 27 Oktober 2023,  nanti balik 20 tahun lagi",2023-10-27T11:52:57Z,0,0
@Mas-Kube,"Gua dari masa depan, itu nanti bakalan hancur udah ga ada tanaman lagi",2023-10-26T05:02:21Z,0,0
@fitrilestari7570,"Dlu aku bayangin kpn ya ibu kota indo pindah??jaman jokowi emang gila sich ga ngomong donk...dr mrt,lrt,sirkuit,kereta cepat,pembangunan tol dimna2 bahkan bendungan2...pak jokowi sudah bikin pondasi yg kuat tinggal nerusin nich...semoga presiden nanti bisa lanjutin dan ga magkrak...takut magkrak donk udh hutan di gundulin ga jadi ibu kota.",2023-10-25T11:12:09Z,1,2
@ahmadsalam7337,"Pindahnya ibukota adalah bentuk ketololan pemerintah yg tdk mampu mengatasi masalah ekonomi, kependudukan, n lingkungan. Dan alasan yg digunakannya tidak logis.",2023-10-24T12:07:19Z,0,4
@JefryAriyant,"Terimakasih buat Admin sudah memberikan informasi yg sangat bermanfaat untuk menambah pengetahuan saya tentang Ibukota Negara. <br>Untuk itu sebagai bentuk terimakasih, gmna kalo saya Pinjam Dulu Seratus agar langganan saya ke chanel ini tidak terputus 😄",2023-10-24T05:17:04Z,0,0
@mujiantoanto4387,Butuh berapa tahun ???<br>🤔🤔🤔,2023-10-23T11:13:38Z,0,1
@danibhnkeeng5528,"Jakarta udh penuh, ibukota harus pindah! Gausah cacicu",2023-10-22T22:14:49Z,0,0
@ismarlove6559,Beat apa.awak Tak tau Jakarta tuk Yang akan datang tenggelam hancur nusantara.sebelum bukan sedia paying dulu nanti kalo dah jadi laut Jakarta habis nyinyir,2023-10-22T04:07:39Z,0,0
@Sean4lio,"dari awal ada gagasan pindah ibu kota ke kalimantan w setuju bgt, karna w langsung kepikiran DPR disana di demo sama suku asli sana, polisi kira² gimana ya ? berani kah mereka bubarin pake kekerasan kaya yg selama ini kejadian di jakarta ? <b>mungkin mikir 1000x</b> 😆😆😆",2023-10-21T18:24:56Z,0,1
@untungwahyudi28,"Makin bnyk proyek fisik.. makin cuan.. bukan knp sy berfikir bgitu. Dari bbrp kasus, selalu ada setoran fee untuk mendapatkan proyek senila beberapa persen dari total anggaran proyek",2023-10-21T13:48:56Z,0,2
@rahmatchannel9829,"Tapi ada +-  yg + tempat yg bagus, trategis, dan dekat segitiga Bermuda ekonomi yg -  pasti terjadi ketimpangan sosial tinggi, contoh yt bagi yg investor berhak menguasai 99% terus bagi warga setempat di persulit buat HGU surat tanah, terus habitat alam, dan bayak lagi yg hanya menguntungkan pihak atas saja..........",2023-10-21T05:24:37Z,0,0
@pongkystein8841,"Sudah telat jika baru mau pindahin ibu kota sekarang. Karena era sudah beralih ke digital, pertemuan dan ngantor bisa dilakukan dari rumah. Hal ini dengan sendiri nya akan mengurangi kemacetan dan kepadadatan penduduk. Mending, pindahin pusat pemerintahan saja, tidak perlu pindah ibu kota. Pindah pusat pemerintah jauh lebih murah dan lebih realistis.",2023-10-20T16:42:45Z,0,2
@ZulkarnaenLkjr-s6m,"Belajardulu ya ? Ibu kota pindah itu tepat krn berada di tengah wilayah indonesia ,krn indonesia bukan jawa aja",2023-10-20T10:35:39Z,0,0
@kmdst5458,permisi... saya dari masa depan 2035. di masa depan proyek ini sudah berhasil di bangun tapi... ada sedikit masalah. oke sekian informasi yang dapat saya sampaikan terimakasih.,2023-10-20T05:11:09Z,1,1
@putraryzx7686,Udah berbeda ga sih min jadi smart city😅😊,2023-10-20T03:52:29Z,1,1
@avicienaanasyahputra109,Proyek penyengsara rakyat dinasti keluarga busuk..,2023-10-19T13:17:08Z,0,2
@avicienaanasyahputra109,Proyek ghoblok adalah IKN ...,2023-10-19T13:15:05Z,0,2
@Mufidah-m3x,Kita....kamu kali. Ikn itu buat jokowi sama antek antek nya dia merasa akan berkuasa sampai 7 turunam ngimpi kali lo 2024 habis lo,2023-10-18T03:56:54Z,0,2
@durrochman6245,mengapa meski dipindahh??<br>pertanyaaan konyolll<br><br>realita ajah tiap tahun jkrta mnglamai penurunan tananh 5-20 cm...  bagaimana kedpnya  jk pusat pemerintahan bernasib bgtu..  database negara jgn sampai terjdi kekosongan sedetikpun ..,2023-10-18T01:51:26Z,1,1
@rangermerah9258,"sangat setuju,kalo di desain sedari awal maka penempatan segala halnya akan lebih teratur.",2023-10-17T11:17:11Z,0,0
@UZI_MD1,Klo konser brrti lebih dkat ya?,2023-10-17T02:48:12Z,0,0
@DellAgustus,"Biar orang tahu kalimantan selama orba hingga saat ini dikuasai mereka,dan kaya gara gara batu bara dan kayu besinya cek di BPN kepemilikanya siapa saja yang punya contoh adaro kaya raya yang di jual uma batu bara terus negara kemana tuuu",2023-10-16T15:08:39Z,0,0
@yudhimulyadi6173,Rokygerung suruh risetvtuh,2023-10-16T00:39:36Z,0,1
@Sukamerindu-j6y,"Lengkap sudah :<br>Licik ya, munafik ya, Bohong ya, penipu ya, penghianat ya, dzolim juga iya,....",2023-10-15T22:44:48Z,1,4
@rezkygiinanzar14,Pinggir laut dekat ke laut sama seperti jakarta itu takut permukaan turun sma seperti jakarta sekarang karena pengeboran bawah tanah atau sumur bor dan lainnya akan terasa dampaknya di masa depan apabila ibukotanya di lokasi seperti jakarta sekarang karena di masa depan akan padat seperti jakarta..,2023-10-15T19:27:10Z,0,2
@hani-nh2qm,"Semoga project ini bisa sukses.. dan dana nya TIDAK dikorupsi(Pliss semoga gaada yg korupsi, muak bgt kena php..), agar Indonesia terus bisa mengejar ketertinggalan😢..  Juga semoga pembangunan Indonesia bisa terus merata dari sabang sampai merauke, tidak hanya di satu titik saja..",2023-10-15T15:23:02Z,1,0
@suratman9109,buat saya pribadi belum waktunya pindah ibu kota.,2023-10-15T08:12:03Z,0,1
@RohimRenos,"IKN,,,,, IKATAN  KELUARGA  NENE MOYANG😅😅😅😅😅😅😅",2023-10-15T06:01:18Z,0,0
@pengusahaone1410,"Terus, kenapa investor CHINA dpt HGU 190 th mengelola, 😂😂. <br>Dasar ugal2an Pemerintah.",2023-10-15T04:38:36Z,0,1
@pengusahaone1410,"Gakpa2 jd ibukota negara.<br>Tapi, AMDAL dulu.<br>😂😂😂😂, Kl berniat baik doong.",2023-10-15T04:35:12Z,0,0
@TaufikSyarif-yo7hw,SAYA SANGAT SETUNU SEKALI IBUKOTA PINDAH KE KALIMANTAN DAN SAYA BERHARAP ANIS JUGA TETAP MENJADI GUBERNUR JAKARTA SAMPE TITIK AMBURADUL TERAKHIR JAKARTANYA.... JANGAN SAMPE ANIS IKUT MENJABAT JADI GUBERNUR IBU KOTA BARU DI BAWAH KEPEMIMPINAN BAPAK GANJAR PRANOWO.... JELASYA BROTHER 😂😂😂ANIS DI JAKARTA AJA KALAU IBUKOTA SUDAH RESMI PINDAH KE KALIMANTAN😂😂😂,2023-10-14T10:39:29Z,0,0
@yusminiahrens7900,Ngak itu ngak bener apa jokowi ngomong ngawur,2023-10-14T07:53:37Z,0,0
@yudafauzan8985,"Yup bagi saya, Indonesia jg menyontek hal yg baik dr negara2 maju bahwa setiap kota / negara bagian mempunyai peran tersendiri. Jawa sbg tumbal the project of java centris, dimana jawa bakal mnjadi pusat industri sperti silicon valley ny AS. Hanya saja prtnyaan saya: <br>1. Apakah se urgensi ini? dan terlalu cepat? Menginat masih banyak yg hrus di benahi yg sifatnya lebih urgent. <br>2. Jika pakai dana dr APBN, akan banyak kpentingan lain yg trabaikan<br>3. Jika trlalu bnyak utang lg, kita jg bs melihat dn mempertimbangkan utang rasionya. <br>4. Jika investasi dr luar trlalu banyak, apakah tidak ada kekhawatiran bahwa akan ada timbal balik seperti omnibus lw. <br>5. Bagaimana skema mega proyek ini, jika pemerintahan sudah berganti dan belum terealisasi. <br><br>Saya hanya berharap semoga ini lbh baik kedepannya berjalan dgn lancar demi kepentingan bangsa.",2023-10-13T15:05:22Z,2,0
@fheceuchiha461,Ccccuuuaaakkkssss,2023-10-13T14:19:25Z,0,0
@gcindo2298,Bissmillah indonesia emas 👏,2023-10-13T13:54:10Z,0,0
@TheRealOfGe,"Maaf bangeet ya..., kita punya sejarah...dan sejarah tidak boleh kita lupakan, dan pembangunan itu harus merata, tapi IBU KOTA tidak perlu pindah karena punya sejarah sendiri, tapi kalo membuka KOTA BARU itu lebih baik, artinya alangkah lebih baiknya sebagai Representatif dari Ibu kota JAKARTA, dan juga harus dibangun ke seluruh antero negeri alias seluruh propinsi, jadi pengurusan administrasi tidak perlu langsung ke pusat... Salam NKRI",2023-10-13T06:18:53Z,0,0
@khadziqulhumam5573,Yang korupsi buat tumbal aja,2023-10-13T00:48:06Z,1,0
@stefanusnico4330,"konten video begini yang dibutuhin, biar pada melek matanya",2023-10-12T20:05:40Z,0,0
@gabesakti2217,IBUKOTA NEGARA PINDAH KE KALTIM BANDAR DEMO DAN GEROMBOLAN TUKANG NYINYIR GULUNG TIKAR DAN KEBINGUNGAN,2023-10-12T15:49:58Z,1,1
@bagus.setya_nugrahatyan4768,"Bissmillah<br>😊<br><br>Inshaa allah, kelak<br>Bila umur ku panjang<br><br>Akan aku ceritakan kepada anak cucu ku<br>Bahwa, proklamator Indonesia adalah seorang pemersatu bangsa<br>Dan , ada seorang presiden yang di hina habis-habisan, namun hasil usaha nya memperbaiki negara kita tercinta<br>INDONESIA",2023-10-12T06:17:21Z,0,0
@iniakunbiasa,nanti dana nya dikorupsi,2023-10-12T00:28:36Z,0,1
@mohammadnaoval2901,Lou harusnya pikirin bayar utang .malah mau bangun segala. Dasar anneh,2023-10-11T13:24:37Z,0,2
@mohammadnaoval2901,Lebihnya bok<br>. Dan gak bisa di demo... kukukukuuuuu,2023-10-11T13:23:13Z,0,0
@SupriYanto-tq4zb,"Biar pks dan pasukan nya para kadrun pikir pikir untuk demo karena biaya mahal, harus naik pesawat mau ngadain demo",2023-10-11T10:48:27Z,1,0
@andrynug69,Haters mah gk peduli 😂😂😂😂 maklum jongkok otaknya,2023-10-11T09:59:58Z,1,0
@herysusanto4352,Yang teriak² ngutang lah....nebang pohon demi ambisi...dan oligarki lah ....dipersilahkan wkwk,2023-10-11T09:10:41Z,1,0
@krismiyati4548,semoga saja proses pelaksanaan ikn tersebut seperti yang di narasikan dalam video ini,2023-10-11T03:12:31Z,0,0
@Arteezy92,"Mau pindahan rumah aja ribet, apa lagi ini pindah Ibu Kota ?",2023-10-11T01:51:04Z,0,0
@SAHIRVLOGCLP,Buat apa nungguin jakarta yang sudah hancur hancuran di bongkar balik,2023-10-11T00:46:50Z,1,1
@rudikristanto1690,Mimin lebih cerdas dari roky Gerung,2023-10-10T23:22:23Z,1,1
@mbahkopi3584,Terima kasih Pak Tony Blair,2023-10-10T17:53:17Z,0,0
@mozart8297,"Semuanya yang diomongin sama Luna, terbantahkan oleh SoftBank 😅😅😅",2023-10-10T15:02:18Z,0,0
@vhi007,"Buat nutupin duit yg bengkak akibat proyek proyek yg udah jadi tapi ga oprassional maksimal. O ya tau ga Hambalang trs skrng siapa yg tnggunng jawab,itu contoh kecil nya",2023-10-10T09:48:39Z,0,2
@ahmadmuza,"Kemungkinan jadi kota hantu sih, kota bisnis akan tetap di Jakarta",2023-10-10T09:27:15Z,0,1
@ariekurnia8152,"justru bagus dan berani keputusannya, krn selama ini terlalu jawasentris sbg pusatnya, walau kelak pindahnya ke sulawesi, atau papua setuju2 aja, supaya ada pemerataan",2023-10-10T04:38:48Z,1,1
@muhmmdadityaa,"buat apa indonesia bikin ikn ?<br>jawaban nya buat ngasih singapur pulau kalimantan <br><br>IKN Proyek Jual Negara<br>pembangunan ikn dibangun oleh uang investor imas nya dalah 190tahun tanah ikn milik investor.<br>investor disini yaitu singapura,singapura di sini sudah mengincar kalimantan untuk di jadikan nya singapura baru!!!.<br><br>sejarah singapura.<br>singapur dipimpin pertama oleh Dr muhammad yusuf dan persana mentri liquan ly mereka memakai meritocrasi yg mana warga harus memilih pmimpin tnpa hars melihat latar belakang .<br><br>dampak meritocrasi bagi pribumi melayu singapur .<br>karena etbis cina mendominasi secara ekonomi akhirnya dia pun jg mendominasi di pemerintah. disini la akar dari lenyesalan pribumi singapur ,mereka perlahan di kucilkan.bahkan pemerintah singapur dengan resmi menghapus pembelajaran budaya melayu dan bahasa melayu.dan hanya membolehkan bahasa unggris dan mandarin la yg di ajarkan di sekolah sekolah .ga habis di situ pemerintah juga membatasi warga melayu untuk masuk tentara .bagi warga melayu yg ada di tentar tidak boleh meduduki jabatan strategis begitupun di pemerintah .karena pemerintah singapur meragukan etnis melayu dalan pemerintahan .<br><br>pertanyaan nya apakah ikn akan seperti singapur .<br>indonesia akan di pimpin dan di atur atur oleh asingg semua itu bisa saja terjadi kalau masyarakat diam dan melakukan kesalahan etnis melayu sibgapur yg menyesal karena  mereka membiarkan asing menguasai negara nya.<br><br>apabila ikn berhasil di bangun maka siap siap pilihan nya kita di pimpin sama asing atau melepas kan kalimataan yg sudah di miliki oleh investor .",2023-10-09T13:50:08Z,0,3
@robibendeng5492,Buat apa?? Jkt terlalu padat kok gak mau di pindah,2023-10-09T12:34:36Z,1,2
@GibranPandu-ev6zh,Menunggu tanggapan rocky gerung,2023-10-09T09:29:12Z,0,0
@SatriaSatrias,"LBH BAIK LUPAKAN SJ PERISTIWA LALU LALU,LBH BAIK MARI KITA BERWAWASAN DAN BETNEGARA YG BAIK SALING MENGHARGAI SAYU SAMA LAIN,,YG PENTING KITA BISA MAKAN DAN BERSEDEKAH PADA PAKIR MISKIN,,SALING MEMANUSIAKAN SATU SAMA LAIN👍",2023-10-09T06:04:52Z,1,0
@SatriaSatrias,"kata gusdur &quot;PKI KOK DITAKUTI&quot;GITU AJA KOK REPOT,,PKI JUGA SDH PARTAI TERLARANG👍👍👍",2023-10-09T06:02:11Z,0,1
@SatriaSatrias,"Banyak negara maju didunia dan berutang banyak tapi tdk pernah takut dgn utang tp masyarakatnya pada makmur,,klo indonesia paling kecil utangnya tapi kbanyakan pada takut sama utang? Jawabannya &quot;UTANG KOK DITAKUTI? tdk usah takut pada utang yg penting kita bisa membayar dan yg penting kita mau bekerja,itu jawabannya yg bagus dan damai",2023-10-09T06:00:05Z,1,0
@danaandriana9632,Semoga presiden bisa seimbang dari sabang sampai Merauke,2023-10-08T23:00:25Z,1,0
@edison89saja,"👏 keren keren, mantap banget berarti di pemerintahan kita sudah belajar banyak ternyata emang benar kita butuh konsep baru untuk membuat sirkulasi kota jakarta lebih baik lagi karena emang benar banget sistem kerja dan kebiasaan dalam setiap harinya sudah ruwet banget dari berbagai kepentingan setiap wilayah sehingga kalau ibukota di pindahin bakalan bagus banget cuman emang butuh kesabaran saja tapi kalau sudah di rancang dan di rencanakan so pasti semua baik baik saja. Semoga dengan adanya IKN indonesia semakin bangga 👍 , keren rancangannya juga dan video ini juga keren dari berbagai sumbernya 🙏",2023-10-08T11:38:59Z,1,1
@AshuraMny,Takutnya jadi ladang korupsi,2023-10-08T09:14:50Z,0,0
@JohanMartinez-do5wp,Iya kalo ga dikorupsi sih,2023-10-08T08:21:12Z,0,0
@dhaniltd-sm2gf,Ngapa ga di pindahin ke Sumatra 😅,2023-10-08T06:10:39Z,0,2
@ujangsopyan6904,Huh,2023-10-08T04:12:07Z,0,1
@Lalita23,Semoga lancar dan selesai tepat waktu IKN,2023-10-08T01:02:38Z,1,0
